timestamp,open,high,low,close,volume
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,47062900.0
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,35295800.0
2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,23149500.0
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,27792200.0
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,29997500.0
2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,36862400.0
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,48572600.0
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,68311100.0
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,68073300.0
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,56206100.0
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,93174900.0
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,97012700.0
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,71030800.0
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,71677000.0
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,49814400.0
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,47817300.0
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,72821100.0
2020-03-09,151.0,157.75,150.0,150.6199951171875,70419300.0
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,65354400.0
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,56371600.0
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,93226400.0
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,92727400.0
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,87905900.0
2020-03-17,140.0,147.5,135.0,146.57000732421875,81059800.0
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,81593200.0
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,85922700.0
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,84866200.0
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,78975200.0
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,82516700.0
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,75638200.0
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,64568100.0
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,57042300.0
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,63420300.0
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,77927200.0
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,57969900.0
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,49630700.0
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,41243300.0
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,67111700.0
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,62769000.0
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,48318200.0
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,51385100.0
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,41905300.0
2020-04-14,169.0,173.75,168.0,173.6999969482422,52874300.0
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,40940800.0
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,50479600.0
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,52765600.0
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,36669600.0
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,56203700.0
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,34620200.0
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,32790800.0
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,34277600.0
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,33194400.0
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,34392700.0
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,51286600.0
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,53875900.0
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,39370500.0
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,30372900.0
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,36839200.0
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,32139300.0
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,28316000.0
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,30877800.0
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,30892700.0
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,32038200.0
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,44711500.0
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,41873900.0
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,46610400.0
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,35264500.0
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,26799100.0
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,31261300.0
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,29119500.0
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,20826900.0
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,36073600.0
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,39517100.0
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,33810200.0
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,42130400.0
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,22622400.0
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,30794600.0
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,27311000.0
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,28761800.0
2020-06-05,182.6199951171875,187.72999572753906,182.00999450683594,187.1999969482422,39893600.0
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,33211600.0
2020-06-09,188.0,190.6999969482422,187.25999450683594,189.8000030517578,29783900.0
2020-06-10,191.1300048828125,198.52000427246094,191.00999450683594,196.83999633789062,43872300.0
2020-06-11,193.1300048828125,195.75999450683594,186.07000732421875,186.27000427246094,52854700.0
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.74000549316406,43373600.0
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683594,188.94000244140625,32770200.0
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,42556700.0
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.24000549316406,25687800.0
2020-06-18,194.0,196.49000549316406,194.0,196.32000732421875,23061600.0
2020-06-19,198.58999633789062,199.2899932861328,194.3699951171875,195.14999389648438,44441100.0
2020-06-22,195.7899932861328,200.75999450683594,195.22999572753906,200.57000732421875,32818900.0
2020-06-23,202.08999633789062,203.9499969482422,201.42999267578125,201.91000366210938,30917400.0
2020-06-24,201.60000610351562,203.25,196.55999755859375,197.83999633789062,36740600.0
2020-06-25,197.8000030517578,200.61000061035156,195.47000122070312,200.33999633789062,27803900.0
2020-06-26,199.72999572753906,199.88999938964844,194.8800048828125,196.3300018310547,54675800.0
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,26701600.0
2020-06-30,197.8800048828125,204.39999389648438,197.74000549316406,203.50999450683594,34310300.0
2020-07-01,203.13999938964844,206.35000610351562,201.77000427246094,204.6999969482422,32061200.0
2020-07-02,205.67999267578125,208.02000427246094,205.0,206.25999450683594,29315800.0
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789062,210.6999969482422,31897600.0
2020-07-07,210.4499969482422,214.6699981689453,207.99000549316406,208.25,33600700.0
2020-07-08,210.07000732421875,213.25999450683594,208.69000244140625,212.8300018310547,33600000.0
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,33121700.0
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,26177600.0
2020-07-13,214.47999572753906,215.8000030517578,206.5,207.07000732421875,38135600.0
2020-07-14,206.1300048828125,208.85000610351562,202.02999877929688,208.35000610351562,37591800.0
2020-07-15,209.55999755859375,211.3300018310547,205.02999877929688,208.0399932861328,32179400.0
2020-07-16,205.39999389648438,205.6999969482422,202.30999755859375,203.9199981689453,29940700.0
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,31635300.0
2020-07-20,205.0,212.3000030517578,203.00999450683594,211.60000610351562,36884800.0
2020-07-21,213.66000366210938,213.94000244140625,208.02999877929688,208.75,37990400.0
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,49605700.0
2020-07-23,207.19000244140625,210.9199981689453,202.14999389648438,202.5399932861328,67457000.0
2020-07-24,200.4199981689453,202.86000061035156,197.50999450683594,201.3000030517578,39827000.0
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.85000610351562,30160900.0
2020-07-28,203.61000061035156,204.6999969482422,201.74000549316406,202.02000427246094,23251400.0
2020-07-29,202.5,204.64999389648438,202.00999450683594,204.05999755859375,19632600.0
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.89999389648438,25079600.0
2020-07-31,204.39999389648438,205.10000610351562,199.00999450683594,205.00999450683594,51044000.0
2020-08-03,211.52000427246094,217.63999938964844,210.44000244140625,216.5399932861328,78983000.0
2020-08-04,214.1699981689453,214.77000427246094,210.30999755859375,213.2899932861328,49280100.0
2020-08-05,214.89999389648438,215.0,211.57000732421875,212.94000244140625,28806400.0
2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.35000610351562,32656800.0
2020-08-07,214.85000610351562,215.6999969482422,210.92999267578125,212.47999572753906,27820400.0
2020-08-10,211.6699981689453,211.8800048828125,206.35000610351562,208.25,36716500.0
2020-08-11,207.16000366210938,207.64999389648438,203.13999938964844,203.3800048828125,36446500.0
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,28013100.0
2020-08-13,209.44000244140625,211.35000610351562,208.14999389648438,208.6999969482422,22588900.0
2020-08-14,208.75999450683594,209.58999633789062,207.50999450683594,208.89999389648438,17958900.0
2020-08-17,209.60000610351562,211.19000244140625,208.9199981689453,210.27999877929688,20184800.0
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.49000549316406,21336200.0
2020-08-19,211.49000549316406,212.10000610351562,209.25,209.6999969482422,27627600.0
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,26981500.0
2020-08-21,213.86000061035156,216.25,212.85000610351562,213.02000427246094,36249300.0
2020-08-24,214.7899932861328,215.52000427246094,212.42999267578125,213.69000244140625,25460100.0
2020-08-25,213.10000610351562,216.61000061035156,213.10000610351562,216.47000122070312,23043700.0
2020-08-26,217.8800048828125,222.08999633789062,217.36000061035156,221.14999389648438,39600800.0
2020-08-27,222.88999938964844,231.14999389648438,219.39999389648438,226.5800018310547,57602200.0
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,26292900.0
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,28774200.0
2020-09-01,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,25725500.0
2020-09-02,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,34080800.0
2020-09-03,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,58400300.0
2020-09-04,215.10000610351562,218.36000061035156,205.19000244140625,214.25,59664100.0
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,52924300.0
2020-09-09,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,45679000.0
2020-09-10,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,35461500.0
2020-09-11,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,33620100.0
2020-09-14,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,30375800.0
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,21823900.0
2020-09-16,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,26328100.0
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,34011300.0
2020-09-18,202.8000030517578,203.64999389648438,196.25,200.38999938964844,55225300.0
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,39839700.0
2020-09-22,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,33517100.0
2020-09-23,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,30803800.0
2020-09-24,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,31202500.0
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,29437300.0
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,32004900.0
2020-09-29,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,24221900.0
2020-09-30,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,33829100.0
2020-10-01,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,27158400.0
2020-10-02,208.0,210.99000549316406,205.5399932861328,206.19000244140625,33154800.0
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,21331600.0
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,28554300.0
2020-10-07,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,25681100.0
2020-10-08,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,19925800.0
2020-10-09,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,26458000.0
2020-10-12,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,40461400.0
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,28950800.0
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.86000061035156,23421700.0
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,22733100.0
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,26057900.0
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,27625800.0
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,22753500.0
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,22724900.0
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,22351500.0
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,18879600.0
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,37111600.0
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,36700300.0
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,51195600.0
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,31432600.0
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,36953700.0
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,30842200.0
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,27512000.0
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,42311800.0
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,36080100.0
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,25231900.0
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,44395000.0
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,44045100.0
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,29440800.0
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,21593900.0
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,18621100.0
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,24953300.0
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,24154100.0
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,28372800.0
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,24792700.0
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,22843100.0
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,25683500.0
2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,33979700.0
2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,21012900.0
2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,14512200.0
2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,33064800.0
2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,30904500.0
2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,23724500.0
2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,25120900.0
2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,24666000.0
2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,24620000.0
2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,23284100.0
2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,32440600.0
2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,26733300.0
2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,30979400.0
2020-12-14,213.10000610351562,216.2100067138672,212.8800048828125,214.1999969482422,28798400.0
2020-12-15,215.1699981689453,215.4199981689453,212.24000549316406,214.1300048828125,27000600.0
2020-12-16,214.75,220.11000061035156,214.72000122070312,219.27999877929688,35023300.0
2020-12-17,219.8699951171875,220.88999938964844,217.9199981689453,219.4199981689453,32515800.0
2020-12-18,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,63354900.0
2020-12-21,217.5500030517578,224.0,217.27999877929688,222.58999633789062,37181900.0
2020-12-22,222.69000244140625,225.6300048828125,221.85000610351562,223.94000244140625,22612200.0
2020-12-23,223.11000061035156,223.55999755859375,220.8000030517578,221.02000427246094,18699600.0
2020-12-24,221.4199981689453,223.61000061035156,221.1999969482422,222.75,10550600.0
2020-12-28,224.4499969482422,226.02999877929688,223.02000427246094,224.9600067138672,17933500.0
2020-12-29,226.30999755859375,227.17999267578125,223.5800018310547,224.14999389648438,17403200.0
2020-12-30,225.22999572753906,225.6300048828125,221.47000122070312,221.67999267578125,20272300.0
2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,20942100.0
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,37130100.0
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,23823000.0
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,35930700.0
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,27694500.0
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,22956200.0
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,23031300.0
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,23249300.0
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,216.33999633789062,20087100.0
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,29480800.0
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,31746500.0
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,30480900.0
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,37777300.0
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,30709400.0
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,30172700.0
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,33152100.0
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,49169600.0
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,69870600.0
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,49111200.0
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,42503100.0
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,33314200.0
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,25916300.0
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,27158100.0
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,25296100.0
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,18054800.0
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,22211900.0
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,23565000.0
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,22186700.0
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,15751100.0
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,16561100.0
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,26728500.0
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,21653500.0
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,16925600.0
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,25262600.0
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,36446900.0
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,30228700.0
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,26339700.0
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,39542200.0
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,37819200.0
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,25324000.0
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,22812500.0
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,34029500.0
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,44727800.0
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,41872800.0
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,35267400.0
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,33080500.0
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,29746800.0
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,29907600.0
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,22653700.0
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,26034900.0
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,28092200.0
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,29562100.0
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,34833000.0
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,46430700.0
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,30127000.0
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,31638400.0
2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,25620100.0
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,34061900.0
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,25479900.0
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,25227500.0
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,24792000.0
2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,43623500.0
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,30338000.0
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,36910600.0
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,22931900.0
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,22719800.0
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,23625200.0
